subid,condition,trialnum,item,sentence.type,neg.concept,neg.syntax,truth.value,rating
35,noContext,8,cat,negative,,has no,FALSE,1
35,noContext,9,orange,negative,something,doesn't have,TRUE,4
35,noContext,10,horse,negative,nothing,has no,TRUE,3
35,noContext,11,cookie,negative,,doesn't have,FALSE,1
35,noContext,12,dog,negative,something,doesn't have,TRUE,3
35,noContext,13,spoon,positive,,,TRUE,7
35,noContext,14,plate,positive,,,TRUE,7
35,noContext,15,truck,negative,something,has no,TRUE,3
35,noContext,16,boat,negative,something,has no,TRUE,3
36,context,1,cow,negative,nothing,has no,TRUE,7
36,context,2,cookie,negative,something,doesn't have,TRUE,7
36,context,3,car,negative,nothing,doesn't have,TRUE,7
36,context,4,orange,negative,something,doesn't have,TRUE,7
36,context,5,boat,positive,,,TRUE,7
36,context,6,bowl,negative,something,has no,TRUE,6
36,context,7,cat,negative,nothing,has no,TRUE,3
36,context,8,spoon,negative,nothing,doesn't have,TRUE,7
36,context,9,truck,negative,,has no,FALSE,2
36,context,10,plate,negative,,doesn't have,FALSE,1
36,context,11,bus,positive,nothing,,FALSE,1
36,context,12,apple,positive,,,TRUE,7
36,context,13,horse,positive,,,TRUE,5
36,context,14,dog,positive,something,,FALSE,1
36,context,15,fork,positive,,,TRUE,7
36,context,16,banana,negative,something,has no,TRUE,3
37,context,1,horse,negative,something,doesn't have,TRUE,6
37,context,2,car,negative,nothing,doesn't have,TRUE,6
37,context,3,spoon,negative,nothing,has no,TRUE,2
37,context,4,cat,negative,,has no,FALSE,1
37,context,5,banana,positive,something,,FALSE,1
37,context,6,bus,negative,nothing,has no,TRUE,1
37,context,7,apple,positive,nothing,,FALSE,2
37,context,8,cow,negative,,doesn't have,FALSE,3
37,context,9,plate,positive,,,TRUE,7
37,context,10,dog,positive,,,TRUE,7
37,context,11,orange,positive,,,TRUE,7
37,context,12,bowl,negative,something,has no,TRUE,3
37,context,13,fork,negative,nothing,doesn't have,TRUE,7
37,context,14,boat,positive,,,TRUE,7
37,context,15,truck,negative,something,doesn't have,TRUE,7
37,context,16,cookie,negative,something,has no,TRUE,4
38,context,1,orange,negative,nothing,doesn't have,TRUE,7
38,context,2,bowl,positive,,,TRUE,7
38,context,3,horse,positive,something,,FALSE,1
38,context,4,cat,negative,nothing,has no,TRUE,4
38,context,5,bus,positive,,,TRUE,6
38,context,6,fork,negative,something,has no,TRUE,3
38,context,7,boat,negative,,doesn't have,FALSE,1
38,context,8,spoon,positive,,,TRUE,6
38,context,9,plate,negative,,has no,FALSE,1
38,context,10,banana,negative,something,doesn't have,TRUE,5
38,context,11,car,negative,something,doesn't have,TRUE,6
38,context,12,apple,negative,nothing,doesn't have,TRUE,6
38,context,13,truck,negative,something,has no,TRUE,5
38,context,14,cow,positive,,,TRUE,7
38,context,15,cookie,negative,nothing,has no,TRUE,2
38,context,16,dog,positive,nothing,,FALSE,1
39,noContext,1,cookie,negative,nothing,has no,TRUE,7
39,noContext,2,horse,negative,something,doesn't have,TRUE,7
39,noContext,3,fork,negative,something,doesn't have,TRUE,7
39,noContext,4,truck,negative,,has no,FALSE,1
39,noContext,5,boat,positive,,,TRUE,7
39,noContext,6,car,negative,nothing,has no,TRUE,7
39,noContext,7,cow,positive,,,TRUE,7
39,noContext,8,spoon,positive,,,TRUE,7
39,noContext,9,plate,negative,something,has no,TRUE,7
39,noContext,10,cat,negative,nothing,doesn't have,TRUE,7
39,noContext,11,bus,positive,,,TRUE,7
39,noContext,12,banana,positive,nothing,,FALSE,1
39,noContext,13,orange,positive,something,,FALSE,1
39,noContext,14,dog,negative,something,has no,TRUE,7
39,noContext,15,bowl,negative,nothing,doesn't have,TRUE,7
39,noContext,16,apple,negative,,doesn't have,FALSE,1
40,noContext,1,boat,negative,something,has no,TRUE,3
40,noContext,2,cat,negative,something,doesn't have,TRUE,6
40,noContext,3,truck,positive,something,,FALSE,5
40,noContext,4,spoon,positive,nothing,,FALSE,6
40,noContext,5,car,positive,,,TRUE,4
40,noContext,6,bus,positive,,,TRUE,4
40,noContext,7,plate,negative,something,doesn't have,TRUE,6
40,noContext,8,dog,negative,nothing,doesn't have,TRUE,3
40,noContext,9,bowl,positive,,,TRUE,4
40,noContext,10,horse,negative,nothing,has no,TRUE,3
40,noContext,11,banana,negative,nothing,has no,TRUE,3
40,noContext,12,cookie,positive,,,TRUE,5
40,noContext,13,fork,negative,something,has no,TRUE,2
40,noContext,14,cow,negative,,has no,FALSE,1
40,noContext,15,orange,negative,,doesn't have,FALSE,5
40,noContext,16,apple,negative,nothing,doesn't have,TRUE,6
41,noContext,1,cow,negative,something,has no,TRUE,1
41,noContext,2,cookie,positive,,,TRUE,7
41,noContext,3,orange,positive,,,TRUE,7
41,noContext,4,apple,negative,nothing,doesn't have,TRUE,4
41,noContext,5,boat,negative,nothing,has no,TRUE,1
41,noContext,6,horse,negative,something,doesn't have,TRUE,2
41,noContext,7,bus,positive,something,,FALSE,1
41,noContext,8,bowl,positive,,,TRUE,7
41,noContext,9,truck,positive,,,TRUE,6
41,noContext,10,dog,negative,nothing,has no,TRUE,1
41,noContext,11,cat,negative,something,doesn't have,TRUE,1
41,noContext,12,plate,negative,nothing,doesn't have,TRUE,4
41,noContext,13,spoon,negative,something,has no,TRUE,2
41,noContext,14,banana,positive,nothing,,FALSE,4
41,noContext,15,fork,negative,,has no,FALSE,4
41,noContext,16,car,negative,,doesn't have,FALSE,4
42,noContext,1,truck,negative,nothing,doesn't have,TRUE,5
42,noContext,2,orange,negative,something,doesn't have,TRUE,6
42,noContext,3,cat,positive,,,TRUE,6
42,noContext,4,boat,negative,something,has no,TRUE,4
42,noContext,5,plate,negative,nothing,doesn't have,TRUE,5
42,noContext,6,cookie,negative,nothing,has no,TRUE,5
42,noContext,7,dog,negative,,has no,FALSE,2
42,noContext,8,car,negative,something,has no,TRUE,5
42,noContext,9,fork,negative,something,doesn't have,TRUE,4
42,noContext,10,bus,positive,,,TRUE,6
42,noContext,11,banana,positive,something,,FALSE,2
42,noContext,12,spoon,positive,nothing,,FALSE,3
42,noContext,13,cow,negative,nothing,has no,TRUE,4
42,noContext,14,apple,negative,,doesn't have,FALSE,3
42,noContext,15,bowl,positive,,,TRUE,6
42,noContext,16,horse,positive,,,TRUE,6
43,noContext,1,bus,positive,,,TRUE,7
43,noContext,2,orange,positive,,,TRUE,7
43,noContext,3,car,negative,something,doesn't have,TRUE,5
43,noContext,4,boat,negative,something,has no,TRUE,5
43,noContext,5,plate,negative,,has no,FALSE,1
43,noContext,6,cow,negative,nothing,doesn't have,TRUE,5
43,noContext,7,fork,positive,,,TRUE,7
43,noContext,8,cookie,negative,something,doesn't have,TRUE,5
43,noContext,9,dog,negative,nothing,doesn't have,TRUE,5
43,noContext,10,banana,negative,,doesn't have,FALSE,1
43,noContext,11,apple,positive,,,TRUE,7
43,noContext,12,horse,positive,something,,FALSE,1
43,noContext,13,bowl,negative,nothing,has no,TRUE,5
43,noContext,14,truck,positive,nothing,,FALSE,1
43,noContext,15,cat,negative,nothing,has no,TRUE,5
43,noContext,16,spoon,negative,something,has no,TRUE,5
44,context,1,horse,positive,,,TRUE,7
44,context,2,truck,positive,,,TRUE,7
44,context,3,bus,positive,,,TRUE,7
44,context,4,plate,negative,something,doesn't have,TRUE,7
44,context,5,car,negative,nothing,doesn't have,TRUE,7
44,context,6,fork,negative,something,has no,TRUE,5
44,context,7,cow,negative,nothing,has no,TRUE,6
44,context,8,banana,negative,,doesn't have,FALSE,1
44,context,9,orange,negative,nothing,has no,TRUE,3
44,context,10,spoon,negative,,has no,FALSE,1
44,context,11,cookie,positive,,,TRUE,7
44,context,12,apple,negative,something,doesn't have,TRUE,3
44,context,13,dog,negative,something,has no,TRUE,5
44,context,14,cat,positive,nothing,,FALSE,1
44,context,15,bowl,positive,something,,FALSE,1
44,context,16,boat,negative,nothing,doesn't have,TRUE,7
45,context,1,boat,positive,,,TRUE,7
45,context,2,apple,negative,,has no,FALSE,1
45,context,3,fork,positive,,,TRUE,7
45,context,4,orange,negative,something,doesn't have,TRUE,6
45,context,5,plate,negative,nothing,doesn't have,TRUE,6
45,context,6,cat,negative,,doesn't have,FALSE,2
45,context,7,banana,positive,nothing,,FALSE,2
45,context,8,car,positive,,,TRUE,2
45,context,9,cow,negative,nothing,has no,TRUE,6
45,context,10,horse,positive,something,,FALSE,1
45,context,11,spoon,negative,nothing,has no,TRUE,7
45,context,12,truck,negative,something,has no,TRUE,7
45,context,13,bowl,negative,something,doesn't have,TRUE,6
45,context,14,bus,negative,something,has no,TRUE,6
45,context,15,dog,negative,nothing,doesn't have,TRUE,7
45,context,16,cookie,positive,,,TRUE,7
46,noContext,1,plate,positive,nothing,,FALSE,1
46,noContext,2,fork,negative,nothing,has no,TRUE,5
46,noContext,3,dog,negative,something,has no,TRUE,4
46,noContext,4,boat,negative,nothing,has no,TRUE,5
46,noContext,5,truck,positive,,,TRUE,7
46,noContext,6,cat,negative,,doesn't have,FALSE,1
46,noContext,7,horse,negative,something,has no,TRUE,4
46,noContext,8,spoon,negative,something,doesn't have,TRUE,6
46,noContext,9,cow,positive,,,TRUE,7
46,noContext,10,bowl,negative,something,doesn't have,TRUE,5
46,noContext,11,banana,negative,,has no,FALSE,1
46,noContext,12,car,negative,nothing,doesn't have,TRUE,6
46,noContext,13,orange,positive,,,TRUE,7
46,noContext,14,cookie,positive,something,,FALSE,1
46,noContext,15,apple,positive,,,TRUE,7
46,noContext,16,bus,negative,nothing,doesn't have,TRUE,5
47,context,1,truck,positive,,,TRUE,6
47,context,2,bus,negative,something,has no,TRUE,3
47,context,3,banana,negative,,has no,FALSE,1
47,context,4,dog,positive,something,,FALSE,2
47,context,5,boat,negative,nothing,has no,TRUE,5
47,context,6,cat,negative,,doesn't have,FALSE,2
47,context,7,cookie,negative,something,has no,TRUE,5
47,context,8,cow,negative,nothing,doesn't have,TRUE,6
47,context,9,orange,negative,something,doesn't have,TRUE,6
47,context,10,bowl,negative,nothing,doesn't have,TRUE,6
47,context,11,spoon,positive,nothing,,FALSE,3
47,context,13,horse,positive,,,TRUE,7
47,context,12,apple,negative,something,doesn't have,TRUE,5
47,context,14,fork,negative,nothing,has no,TRUE,6
47,context,15,plate,positive,,,TRUE,5
47,context,16,car,positive,,,TRUE,5
48,context,1,bus,positive,,,TRUE,6
48,context,2,banana,positive,,,TRUE,3
48,context,3,cookie,negative,nothing,has no,TRUE,6
48,context,4,boat,negative,something,has no,TRUE,3
48,context,5,cat,negative,something,has no,TRUE,3
48,context,6,cow,positive,something,,FALSE,2
48,context,7,horse,negative,something,doesn't have,TRUE,4
48,context,8,dog,negative,nothing,doesn't have,TRUE,6
48,context,9,truck,positive,,,TRUE,7
48,context,10,spoon,negative,something,doesn't have,TRUE,4
48,context,11,plate,negative,nothing,has no,TRUE,7
48,context,12,fork,positive,nothing,,FALSE,1
48,context,13,apple,negative,,has no,FALSE,1
48,context,14,orange,negative,nothing,doesn't have,TRUE,7
48,context,15,car,negative,,doesn't have,FALSE,1
48,context,16,bowl,positive,,,TRUE,7
49,context,1,horse,positive,,,TRUE,7
49,context,2,cookie,negative,something,doesn't have,TRUE,7
49,context,3,fork,negative,something,has no,TRUE,7
49,context,4,car,negative,something,has no,TRUE,7
49,context,5,cat,positive,nothing,,FALSE,2
49,context,6,bowl,positive,something,,FALSE,7
49,context,7,truck,positive,,,TRUE,7
49,context,8,boat,negative,,doesn't have,FALSE,2
49,context,9,orange,positive,,,TRUE,7
49,context,10,banana,negative,nothing,has no,TRUE,7
49,context,11,plate,negative,,has no,FALSE,2
49,context,12,cow,negative,nothing,has no,TRUE,7
49,context,13,spoon,negative,nothing,doesn't have,TRUE,7
49,context,14,dog,negative,nothing,doesn't have,TRUE,7
49,context,15,apple,negative,something,doesn't have,TRUE,7
49,context,16,bus,positive,,,TRUE,7
50,noContext,1,bowl,negative,,doesn't have,FALSE,1
50,noContext,2,horse,negative,nothing,doesn't have,TRUE,7
50,noContext,3,dog,positive,nothing,,FALSE,1
50,noContext,4,cat,positive,,,TRUE,7
50,noContext,5,truck,negative,nothing,has no,TRUE,6
50,noContext,6,apple,negative,something,doesn't have,TRUE,7
50,noContext,7,spoon,negative,something,has no,TRUE,6
50,noContext,8,cow,positive,,,TRUE,7
50,noContext,9,banana,negative,nothing,has no,TRUE,6
50,noContext,10,orange,negative,something,has no,TRUE,5
50,noContext,11,plate,negative,something,doesn't have,TRUE,7
50,noContext,13,boat,negative,,has no,FALSE,1
50,noContext,12,bus,positive,,,TRUE,7
50,noContext,14,fork,negative,nothing,doesn't have,TRUE,7
50,noContext,15,car,positive,,,TRUE,7
50,noContext,16,cookie,positive,something,,FALSE,1
51,noContext,1,fork,positive,,,TRUE,7
51,noContext,2,spoon,negative,,doesn't have,FALSE,1
51,noContext,3,dog,negative,something,doesn't have,TRUE,1
51,noContext,4,cow,negative,nothing,doesn't have,TRUE,1
51,noContext,5,horse,negative,nothing,has no,TRUE,4
51,noContext,6,cat,negative,nothing,has no,TRUE,4
51,noContext,7,cookie,positive,,,TRUE,7
51,noContext,8,truck,positive,nothing,,FALSE,1
51,noContext,9,orange,negative,something,has no,TRUE,1
51,noContext,10,bus,negative,nothing,doesn't have,TRUE,4
51,noContext,11,boat,positive,something,,FALSE,1
51,noContext,12,car,negative,something,has no,TRUE,4
51,noContext,13,banana,positive,,,TRUE,7
51,noContext,14,bowl,negative,,has no,FALSE,1
51,noContext,15,apple,negative,something,doesn't have,TRUE,1
51,noContext,16,plate,positive,,,TRUE,7
52,noContext,1,fork,negative,nothing,has no,TRUE,6
52,noContext,2,orange,negative,something,doesn't have,TRUE,7
52,noContext,3,cow,positive,something,,FALSE,4
52,noContext,4,bus,negative,nothing,doesn't have,TRUE,5
52,noContext,5,cookie,negative,something,doesn't have,TRUE,6
52,noContext,6,apple,negative,,doesn't have,FALSE,6
52,noContext,7,truck,positive,,,TRUE,7
52,noContext,8,plate,negative,something,has no,TRUE,4
52,noContext,9,horse,positive,,,TRUE,7
52,noContext,10,banana,negative,nothing,doesn't have,TRUE,6
52,noContext,11,dog,negative,something,has no,TRUE,5
52,noContext,12,spoon,negative,,has no,FALSE,4
52,noContext,13,cat,positive,,,TRUE,5
52,noContext,14,bowl,positive,,,TRUE,6
52,noContext,15,car,positive,nothing,,FALSE,5
52,noContext,16,boat,negative,nothing,has no,TRUE,6
53,noContext,1,fork,negative,,doesn't have,FALSE,6
53,noContext,2,spoon,negative,something,has no,TRUE,3
53,noContext,3,orange,negative,something,doesn't have,TRUE,6
53,noContext,4,car,negative,something,has no,TRUE,5
53,noContext,5,plate,negative,nothing,has no,TRUE,7
53,noContext,6,bus,positive,,,TRUE,7
53,noContext,7,cookie,positive,something,,FALSE,2
53,noContext,8,dog,negative,,has no,FALSE,1
53,noContext,9,cat,positive,,,TRUE,7
53,noContext,10,cow,negative,nothing,doesn't have,TRUE,5
53,noContext,11,horse,negative,something,doesn't have,TRUE,4
53,noContext,12,banana,positive,,,TRUE,7
53,noContext,13,bowl,negative,nothing,has no,TRUE,5
53,noContext,14,apple,negative,nothing,doesn't have,TRUE,5
53,noContext,15,truck,positive,,,TRUE,7
53,noContext,16,boat,positive,nothing,,FALSE,4
54,context,1,dog,positive,something,,FALSE,5
54,context,2,spoon,negative,nothing,doesn't have,TRUE,4
54,context,3,banana,positive,,,TRUE,4
54,context,4,cookie,positive,nothing,,FALSE,5
54,context,5,cow,negative,,has no,FALSE,3
54,context,6,bowl,negative,something,doesn't have,TRUE,4
54,context,7,boat,negative,something,doesn't have,TRUE,4
54,context,8,truck,positive,,,TRUE,4
54,context,9,orange,negative,nothing,has no,TRUE,4
54,context,10,car,negative,nothing,has no,TRUE,5
54,context,11,fork,negative,nothing,doesn't have,TRUE,4
54,context,12,horse,negative,something,has no,TRUE,3
54,context,13,bus,positive,,,TRUE,6
54,context,14,apple,positive,,,TRUE,5
54,context,15,cat,negative,something,has no,TRUE,6
54,context,16,plate,negative,,doesn't have,FALSE,2
55,context,1,cookie,positive,,,TRUE,7
55,context,2,orange,negative,nothing,doesn't have,TRUE,6
55,context,3,bus,positive,,,TRUE,6
55,context,4,cat,negative,something,doesn't have,TRUE,6
55,context,5,bowl,negative,nothing,doesn't have,TRUE,6
55,context,6,fork,negative,something,doesn't have,TRUE,2
55,context,7,car,positive,,,TRUE,7
55,context,8,dog,negative,nothing,has no,TRUE,6
55,context,9,plate,positive,nothing,,FALSE,1
55,context,10,horse,negative,something,has no,TRUE,6
55,context,11,apple,negative,something,has no,TRUE,6
55,context,12,banana,negative,,doesn't have,FALSE,1
55,context,13,boat,positive,,,TRUE,7
55,context,14,spoon,negative,nothing,has no,TRUE,7
55,context,15,truck,negative,,has no,FALSE,1
55,context,16,cow,positive,something,,FALSE,1
56,noContext,1,cow,negative,something,has no,TRUE,5
56,noContext,2,fork,positive,,,TRUE,7
56,noContext,3,dog,positive,,,TRUE,7
56,noContext,4,car,negative,something,doesn't have,TRUE,7
56,noContext,5,boat,negative,nothing,doesn't have,TRUE,7
56,noContext,6,orange,negative,nothing,has no,TRUE,7
56,noContext,7,banana,positive,nothing,,FALSE,7
56,noContext,8,truck,positive,something,,FALSE,7
56,noContext,9,horse,negative,,doesn't have,FALSE,1
56,noContext,10,cookie,negative,nothing,doesn't have,TRUE,7
56,noContext,11,apple,negative,something,doesn't have,TRUE,7
56,noContext,12,plate,negative,something,has no,TRUE,7
56,noContext,13,bus,positive,,,TRUE,7
56,noContext,14,spoon,negative,nothing,has no,TRUE,7
56,noContext,15,bowl,negative,,has no,FALSE,1
56,noContext,16,cat,positive,,,TRUE,7
57,context,1,dog,negative,nothing,has no,TRUE,6
57,context,2,cow,positive,,,TRUE,6
57,context,3,cat,positive,,,TRUE,6
57,context,4,horse,positive,nothing,,FALSE,1
57,context,5,orange,negative,something,doesn't have,TRUE,6
57,context,6,bus,negative,nothing,doesn't have,TRUE,6
57,context,7,bowl,positive,something,,FALSE,1
57,context,8,plate,negative,,has no,FALSE,1
57,context,9,cookie,negative,something,has no,TRUE,5
57,context,10,banana,negative,something,has no,TRUE,5
57,context,11,apple,negative,nothing,doesn't have,TRUE,7
57,context,12,truck,negative,something,doesn't have,TRUE,6
57,context,13,spoon,positive,,,TRUE,6
57,context,14,fork,negative,nothing,has no,TRUE,7
57,context,15,boat,positive,,,TRUE,6
57,context,16,car,negative,,doesn't have,FALSE,1
58,context,1,cat,negative,something,doesn't have,TRUE,2
58,context,2,car,positive,something,,FALSE,2
58,context,3,horse,positive,nothing,,FALSE,2
58,context,4,dog,positive,,,TRUE,6
58,context,5,bowl,negative,nothing,doesn't have,TRUE,7
58,context,6,boat,negative,something,doesn't have,TRUE,4
58,context,7,bus,negative,,has no,FALSE,1
58,context,8,cow,negative,nothing,has no,TRUE,6
58,context,9,banana,negative,nothing,has no,TRUE,6
58,context,10,orange,positive,,,TRUE,1
58,context,11,fork,positive,,,TRUE,5
58,context,12,cookie,negative,,doesn't have,FALSE,2
58,context,13,apple,negative,something,has no,TRUE,6
58,context,14,plate,negative,nothing,doesn't have,TRUE,7
58,context,15,truck,positive,,,TRUE,6
58,context,16,spoon,negative,something,has no,TRUE,6
59,noContext,1,cat,negative,something,has no,TRUE,1
59,noContext,2,horse,negative,nothing,has no,TRUE,4
59,noContext,3,plate,negative,nothing,doesn't have,TRUE,1
59,noContext,4,car,positive,nothing,,FALSE,4
59,noContext,5,fork,positive,,,TRUE,7
59,noContext,6,banana,positive,,,TRUE,7
59,noContext,7,bowl,negative,something,doesn't have,TRUE,1
59,noContext,8,boat,negative,nothing,doesn't have,TRUE,4
59,noContext,9,truck,negative,something,doesn't have,TRUE,2
59,noContext,10,cow,negative,,has no,FALSE,1
59,noContext,11,apple,positive,,,TRUE,7
59,noContext,12,cookie,positive,,,TRUE,7
59,noContext,13,bus,negative,something,has no,TRUE,2
59,noContext,14,orange,negative,nothing,has no,TRUE,4
59,noContext,15,spoon,positive,something,,FALSE,1
59,noContext,16,dog,negative,,doesn't have,FALSE,1
60,noContext,1,truck,negative,,doesn't have,FALSE,3
60,noContext,2,cow,positive,something,,FALSE,5
60,noContext,3,apple,negative,,has no,FALSE,2
60,noContext,4,dog,negative,something,doesn't have,TRUE,2
60,noContext,5,bus,positive,,,TRUE,7
60,noContext,6,bowl,negative,something,has no,TRUE,7
60,noContext,7,spoon,negative,something,doesn't have,TRUE,7
60,noContext,8,cookie,negative,something,has no,TRUE,7
60,noContext,9,plate,negative,nothing,has no,TRUE,7
60,noContext,10,banana,positive,,,TRUE,7
60,noContext,11,car,positive,,,TRUE,4
60,noContext,12,horse,positive,nothing,,FALSE,1
60,noContext,13,fork,negative,nothing,has no,TRUE,7
60,noContext,14,cat,negative,nothing,doesn't have,TRUE,7
60,noContext,15,orange,negative,nothing,doesn't have,TRUE,1
60,noContext,16,boat,positive,,,TRUE,7
61,context,1,orange,negative,nothing,has no,TRUE,7
61,context,2,bowl,positive,nothing,,FALSE,1
61,context,3,apple,negative,,has no,FALSE,1
61,context,4,cow,negative,,doesn't have,FALSE,1
61,context,5,truck,positive,something,,FALSE,1
61,context,6,spoon,positive,,,TRUE,7
61,context,7,banana,negative,nothing,doesn't have,TRUE,7
61,context,8,bus,negative,something,doesn't have,TRUE,7
61,context,9,cookie,positive,,,TRUE,7
61,context,10,horse,negative,something,doesn't have,TRUE,7
61,context,11,cat,positive,,,TRUE,7
61,context,12,boat,negative,something,has no,TRUE,7
61,context,13,fork,negative,nothing,doesn't have,TRUE,7
61,context,14,plate,negative,something,has no,TRUE,7
61,context,15,car,positive,,,TRUE,7
61,context,16,dog,negative,nothing,has no,TRUE,7
62,noContext,1,apple,positive,,,TRUE,7
62,noContext,2,orange,negative,nothing,doesn't have,TRUE,7
62,noContext,3,horse,positive,,,TRUE,7
62,noContext,4,cat,positive,nothing,,FALSE,1
62,noContext,5,bowl,negative,something,has no,TRUE,5
62,noContext,6,bus,negative,,doesn't have,FALSE,1
62,noContext,7,car,negative,,has no,FALSE,2
62,noContext,8,fork,negative,something,doesn't have,TRUE,4
62,noContext,9,dog,positive,,,TRUE,6
62,noContext,10,banana,negative,something,has no,TRUE,4
62,noContext,11,cookie,negative,something,doesn't have,TRUE,4
62,noContext,12,truck,negative,nothing,has no,TRUE,6
62,noContext,13,plate,negative,nothing,has no,TRUE,6
62,noContext,14,spoon,positive,something,,FALSE,1
62,noContext,15,cow,negative,nothing,doesn't have,TRUE,6
62,noContext,16,boat,positive,,,TRUE,7
63,context,1,cookie,negative,nothing,has no,TRUE,7
63,context,2,horse,negative,something,doesn't have,TRUE,5
63,context,3,bowl,positive,something,,FALSE,2
63,context,4,spoon,positive,,,TRUE,6
63,context,5,plate,negative,something,has no,TRUE,5
63,context,6,boat,negative,,doesn't have,FALSE,1
63,context,7,apple,positive,,,TRUE,6
63,context,8,cat,positive,,,TRUE,6
63,context,9,fork,positive,nothing,,FALSE,2
63,context,10,truck,negative,nothing,doesn't have,TRUE,7
63,context,11,orange,negative,nothing,doesn't have,TRUE,7
63,context,12,banana,negative,,has no,FALSE,1
63,context,13,bus,negative,nothing,has no,TRUE,6
63,context,14,dog,negative,something,doesn't have,TRUE,6
63,context,15,car,positive,,,TRUE,6
63,context,16,cow,negative,something,has no,TRUE,5
64,noContext,1,apple,positive,,,TRUE,7
64,noContext,2,cow,positive,,,TRUE,7
64,noContext,3,bowl,negative,nothing,doesn't have,TRUE,3
64,noContext,4,bus,negative,something,doesn't have,TRUE,2
64,noContext,5,horse,negative,something,has no,TRUE,2
64,noContext,6,plate,negative,,doesn't have,FALSE,1
64,noContext,7,cookie,negative,,has no,FALSE,1
64,noContext,8,banana,negative,nothing,has no,TRUE,3
64,noContext,9,dog,negative,nothing,has no,TRUE,3
64,noContext,10,boat,positive,nothing,,FALSE,1
64,noContext,11,truck,negative,something,has no,TRUE,2
64,noContext,12,fork,positive,,,TRUE,7
64,noContext,13,cat,negative,nothing,doesn't have,TRUE,3
64,noContext,14,spoon,positive,something,,FALSE,1
64,noContext,15,orange,positive,,,TRUE,7
64,noContext,16,car,negative,something,doesn't have,TRUE,2
65,context,1,boat,negative,something,doesn't have,TRUE,7
65,context,2,bowl,negative,nothing,doesn't have,TRUE,7
65,context,3,spoon,negative,something,doesn't have,TRUE,7
65,context,4,plate,positive,,,TRUE,7
65,context,5,cat,positive,,,TRUE,7
65,context,6,car,negative,,has no,FALSE,1
65,context,7,dog,negative,nothing,has no,TRUE,7
65,context,8,cow,negative,something,has no,TRUE,7
65,context,9,orange,positive,,,TRUE,7
65,context,10,bus,negative,something,has no,TRUE,7
65,context,11,cookie,negative,nothing,has no,TRUE,7
65,context,12,apple,positive,something,,FALSE,1
65,context,13,fork,negative,nothing,doesn't have,TRUE,7
65,context,14,banana,positive,nothing,,FALSE,1
65,context,15,horse,negative,,doesn't have,FALSE,1
65,context,16,truck,positive,,,TRUE,7
65,context,1,horse,positive,,,TRUE,1
65,context,2,fork,negative,something,doesn't have,TRUE,7
65,context,3,banana,negative,something,has no,TRUE,7
65,context,4,dog,negative,nothing,doesn't have,TRUE,7
65,context,5,spoon,negative,nothing,has no,TRUE,7
65,context,6,cat,positive,something,,FALSE,1
65,context,7,truck,positive,,,TRUE,7
65,context,8,cow,negative,,doesn't have,FALSE,1
65,context,9,apple,negative,,has no,FALSE,1
65,context,10,orange,negative,nothing,has no,TRUE,7
65,context,11,plate,negative,something,doesn't have,TRUE,7
65,context,12,bus,negative,nothing,doesn't have,TRUE,7
65,context,13,boat,positive,,,TRUE,7
65,context,14,car,positive,nothing,,FALSE,1
65,context,15,cookie,negative,something,has no,TRUE,7
65,context,16,bowl,positive,,,TRUE,7
66,context,1,apple,positive,,,TRUE,6
66,context,2,bowl,negative,something,doesn't have,TRUE,7
66,context,3,car,positive,,,TRUE,6
66,context,4,plate,negative,nothing,has no,TRUE,7
66,context,5,dog,negative,,has no,FALSE,2
66,context,6,spoon,negative,something,has no,TRUE,7
66,context,7,banana,positive,,,TRUE,6
66,context,8,orange,negative,nothing,doesn't have,TRUE,7
66,context,9,cow,negative,something,has no,TRUE,6
66,context,10,bus,positive,,,TRUE,6
66,context,11,horse,positive,nothing,,FALSE,1
66,context,12,boat,positive,something,,FALSE,1
66,context,13,cat,negative,something,doesn't have,TRUE,7
66,context,14,cookie,negative,,doesn't have,FALSE,1
66,context,16,fork,negative,nothing,has no,TRUE,7
66,context,15,truck,negative,nothing,doesn't have,TRUE,7
67,context,1,horse,negative,,doesn't have,FALSE,4
67,context,2,spoon,negative,something,has no,TRUE,1
67,context,3,cookie,negative,nothing,doesn't have,TRUE,7
67,context,4,orange,negative,nothing,doesn't have,TRUE,7
67,context,5,cat,negative,nothing,has no,TRUE,1
67,context,6,cow,negative,something,has no,TRUE,3
67,context,7,dog,positive,,,TRUE,7
67,context,8,boat,negative,something,doesn't have,TRUE,7
67,context,9,fork,negative,,has no,FALSE,3
67,context,10,apple,positive,,,TRUE,7
67,context,11,truck,negative,something,doesn't have,TRUE,7
67,context,12,banana,negative,nothing,has no,TRUE,3
67,context,13,plate,positive,,,TRUE,7
67,context,14,bowl,positive,something,,FALSE,1
67,context,15,bus,positive,nothing,,FALSE,1
67,context,16,car,positive,,,TRUE,7
68,noContext,1,cat,positive,,,TRUE,2
68,noContext,2,car,positive,nothing,,FALSE,1
68,noContext,3,apple,negative,nothing,has no,TRUE,2
68,noContext,4,banana,positive,,,TRUE,3
68,noContext,5,spoon,positive,,,TRUE,3
68,noContext,6,boat,negative,nothing,has no,TRUE,1
68,noContext,7,dog,positive,,,TRUE,5
68,noContext,8,horse,negative,nothing,doesn't have,TRUE,1
68,noContext,9,fork,negative,,doesn't have,FALSE,1
68,noContext,10,orange,negative,something,doesn't have,TRUE,1
