subid,condition,trialnum,item,sentence.type,truth.value,rating
30,none,13,spoon,positive,FALSE,2
30,foil,14,bowl,positive,TRUE,7
30,foil,15,truck,positive,FALSE,2
30,none,16,bear,positive,TRUE,7
30,target,17,boat,negative,TRUE,6
30,none,18,horse,negative,TRUE,6
30,foil,19,plate,negative,TRUE,6
30,none,20,bicycle,negative,FALSE,2
30,target,21,cup,positive,TRUE,6
30,none,22,fork,positive,TRUE,6
30,none,23,apple,negative,TRUE,6
30,target,24,cat,negative,TRUE,6
31,none,1,bear,positive,TRUE,6
31,none,2,apple,negative,FALSE,2
31,target,3,cup,negative,FALSE,2
31,foil,4,fork,positive,TRUE,6
31,foil,5,orange,positive,TRUE,6
31,none,6,boat,negative,TRUE,5
31,none,7,banana,positive,TRUE,6
31,foil,8,cupcake,negative,TRUE,5
31,foil,9,bus,positive,FALSE,2
31,none,10,plate,positive,TRUE,6
31,foil,11,spoon,negative,TRUE,5
31,target,12,cat,positive,TRUE,6
31,target,13,cookie,positive,TRUE,6
31,none,14,cow,negative,TRUE,5
31,foil,15,dog,negative,FALSE,2
31,target,16,truck,positive,TRUE,6
31,foil,17,airplane,positive,TRUE,6
31,target,18,bowl,negative,TRUE,2
31,none,19,pizza,positive,FALSE,2
31,none,20,horse,negative,TRUE,5
31,target,21,bicycle,negative,TRUE,5
31,foil,22,car,negative,TRUE,5
31,target,23,bunny,negative,TRUE,5
31,target,24,brush,positive,FALSE,2
32,target,1,horse,positive,FALSE,1
32,target,2,cow,positive,TRUE,1
32,foil,3,plate,positive,TRUE,7
32,none,4,truck,negative,TRUE,7
32,none,5,bicycle,positive,FALSE,1
32,foil,6,boat,negative,FALSE,1
32,foil,7,orange,negative,TRUE,7
32,none,8,fork,negative,FALSE,1
32,none,9,cupcake,negative,TRUE,1
32,target,10,pizza,negative,TRUE,7
32,none,11,car,positive,TRUE,7
32,none,12,cat,positive,TRUE,7
32,target,13,bus,positive,TRUE,7
32,foil,14,brush,positive,TRUE,7
32,foil,15,cup,positive,FALSE,1
32,target,16,dog,negative,FALSE,1
32,target,17,bowl,negative,TRUE,7
32,none,18,bunny,positive,TRUE,7
32,target,19,spoon,positive,TRUE,7
32,target,20,cookie,negative,TRUE,7
32,none,21,bear,negative,TRUE,7
32,foil,22,apple,negative,TRUE,7
32,foil,23,banana,negative,TRUE,7
32,foil,24,airplane,positive,TRUE,7
33,foil,1,boat,negative,FALSE,6
33,target,2,bunny,positive,FALSE,2
33,none,3,cupcake,negative,TRUE,6
33,foil,4,fork,positive,FALSE,2
33,none,5,truck,negative,TRUE,5
33,none,6,banana,positive,TRUE,7
33,foil,7,brush,positive,TRUE,7
33,none,8,car,positive,TRUE,7
33,target,9,spoon,negative,TRUE,6
33,target,10,apple,negative,FALSE,1
33,target,11,bus,negative,TRUE,6
33,target,12,orange,negative,TRUE,6
33,none,13,bear,positive,TRUE,7
33,foil,14,bowl,negative,TRUE,2
33,none,15,pizza,negative,TRUE,2
33,target,16,plate,positive,TRUE,7
33,foil,17,cow,positive,TRUE,7
33,none,18,cat,negative,FALSE,1
33,none,19,cookie,positive,FALSE,1
33,foil,20,bicycle,positive,TRUE,7
33,foil,21,cup,negative,TRUE,6
33,foil,22,horse,negative,TRUE,6
33,target,23,dog,positive,TRUE,7
33,target,24,airplane,positive,TRUE,7
34,target,1,bicycle,positive,TRUE,6
34,foil,2,brush,negative,TRUE,7
34,target,3,cow,negative,TRUE,7
34,target,4,horse,positive,FALSE,2
34,target,5,fork,negative,TRUE,6
34,none,6,boat,positive,TRUE,7
34,none,7,bowl,positive,TRUE,7
34,none,8,orange,negative,TRUE,6
34,none,9,dog,negative,FALSE,1
34,foil,10,cup,positive,TRUE,6
34,none,11,car,negative,TRUE,2
34,target,12,plate,negative,FALSE,2
34,target,13,apple,negative,TRUE,6
34,none,14,banana,positive,TRUE,7
34,none,15,cupcake,positive,FALSE,1
34,target,16,bus,positive,TRUE,6
34,foil,17,pizza,positive,FALSE,2
34,foil,18,airplane,negative,TRUE,7
34,none,19,bunny,negative,TRUE,7
34,foil,20,cat,negative,TRUE,6
34,foil,21,spoon,positive,TRUE,7
34,foil,22,bear,positive,TRUE,7
34,foil,23,truck,negative,FALSE,1
34,target,24,cookie,positive,TRUE,7
35,none,1,boat,negative,TRUE,6
35,target,2,bunny,positive,TRUE,7
35,none,3,dog,positive,FALSE,7
35,none,4,spoon,positive,TRUE,7
35,none,5,truck,negative,TRUE,6
35,none,6,cat,negative,TRUE,6
35,target,7,bus,negative,TRUE,6
35,target,8,fork,negative,FALSE,2
35,foil,9,cup,positive,FALSE,2
35,foil,10,bear,positive,TRUE,6
35,foil,11,brush,negative,FALSE,2
35,target,12,orange,positive,TRUE,7
35,target,13,plate,negative,TRUE,7
35,none,14,cow,positive,TRUE,6
35,target,15,bicycle,positive,FALSE,1
35,target,16,cupcake,positive,TRUE,7
35,foil,17,airplane,negative,TRUE,6
35,foil,18,banana,positive,TRUE,6
35,foil,19,car,positive,TRUE,6
35,none,20,apple,negative,FALSE,2
35,target,21,cookie,negative,TRUE,2
35,foil,22,pizza,negative,TRUE,6
35,foil,23,horse,negative,TRUE,6
35,none,24,bowl,positive,TRUE,6
36,target,1,airplane,negative,TRUE,7
36,none,2,cookie,positive,TRUE,7
36,none,3,bear,positive,FALSE,1
36,foil,4,car,positive,TRUE,7
36,target,5,horse,negative,TRUE,7
36,foil,6,bowl,negative,FALSE,1
36,target,7,cat,positive,TRUE,7
36,foil,8,cup,negative,TRUE,3
36,target,9,cupcake,negative,TRUE,6
36,none,10,brush,negative,TRUE,4
36,none,11,apple,positive,TRUE,7
36,target,12,cow,positive,TRUE,7
36,target,13,truck,positive,TRUE,7
36,target,14,dog,positive,FALSE,1
36,foil,15,bicycle,positive,TRUE,7
36,foil,16,pizza,negative,TRUE,3
36,target,17,bunny,negative,FALSE,1
36,none,18,fork,negative,TRUE,3
36,none,19,plate,positive,TRUE,7
36,foil,20,bus,positive,TRUE,7
36,foil,21,banana,negative,TRUE,3
36,foil,22,boat,positive,FALSE,1
36,none,23,orange,negative,TRUE,3
36,none,24,spoon,negative,FALSE,1
37,foil,1,pizza,negative,TRUE,3
37,target,2,airplane,negative,FALSE,4
37,target,3,cookie,negative,TRUE,3
37,target,4,boat,positive,FALSE,2
37,none,5,apple,negative,TRUE,6
37,none,6,horse,positive,TRUE,7
37,none,7,fork,negative,TRUE,5
37,none,8,bus,positive,TRUE,7
37,foil,9,bear,negative,TRUE,5
37,foil,10,orange,positive,TRUE,7
37,foil,11,banana,positive,FALSE,1
37,foil,13,bicycle,positive,TRUE,7
37,target,12,spoon,positive,TRUE,7
37,none,14,car,negative,FALSE,1
37,target,15,plate,negative,TRUE,7
37,target,16,cupcake,positive,TRUE,7
37,none,17,cup,negative,TRUE,6
37,foil,18,dog,negative,FALSE,1
37,target,19,bowl,positive,TRUE,7
37,target,20,truck,negative,TRUE,6
37,none,21,brush,positive,FALSE,2
37,foil,22,cow,negative,TRUE,5
38,foil,1,cow,negative,TRUE,2
38,foil,2,bunny,negative,TRUE,4
38,none,3,pizza,positive,TRUE,7
38,target,4,bowl,positive,TRUE,7
38,none,5,airplane,positive,TRUE,6
38,target,6,orange,negative,TRUE,7
38,foil,7,dog,positive,FALSE,4
38,foil,8,apple,negative,TRUE,5
38,target,9,bicycle,negative,FALSE,3
38,target,10,spoon,positive,FALSE,3
38,none,11,car,negative,FALSE,4
38,target,12,cupcake,positive,TRUE,7
38,foil,13,boat,positive,TRUE,7
38,foil,14,cup,positive,TRUE,4
38,none,15,truck,negative,TRUE,6
38,target,16,cookie,negative,TRUE,7
38,target,17,plate,negative,TRUE,6
38,foil,18,cat,positive,TRUE,6
38,none,19,banana,negative,TRUE,6
38,target,20,brush,positive,TRUE,7
38,none,21,bear,positive,FALSE,3
38,none,22,bus,positive,TRUE,4
38,foil,23,fork,negative,FALSE,4
38,none,24,horse,negative,TRUE,6
39,target,1,cupcake,negative,TRUE,7
39,none,2,banana,negative,TRUE,7
39,none,3,truck,positive,FALSE,1
39,target,4,orange,positive,FALSE,1
39,foil,5,bunny,positive,TRUE,7
39,none,6,bear,negative,FALSE,1
39,foil,7,brush,positive,TRUE,7
39,target,8,bicycle,positive,TRUE,1
39,none,9,boat,positive,TRUE,7
39,target,10,bus,positive,TRUE,7
39,foil,11,cow,negative,FALSE,1
39,foil,12,cat,positive,TRUE,7
39,foil,13,bowl,negative,TRUE,6
39,none,14,pizza,positive,TRUE,7
39,foil,15,fork,negative,TRUE,7
39,target,16,plate,negative,TRUE,7
39,target,17,car,positive,TRUE,7
39,foil,18,dog,positive,FALSE,1
39,target,19,horse,negative,TRUE,7
39,none,20,airplane,positive,TRUE,7
39,none,21,apple,negative,TRUE,7
39,none,22,spoon,negative,TRUE,7
39,target,23,cookie,negative,FALSE,1
39,foil,24,cup,negative,TRUE,7
40,none,1,plate,negative,TRUE,3
40,none,2,bus,negative,TRUE,2
40,target,3,apple,positive,TRUE,7
40,foil,4,horse,negative,FALSE,1
40,none,5,bear,positive,TRUE,7
40,none,6,brush,positive,FALSE,1
40,target,7,boat,positive,FALSE,1
40,none,8,cow,negative,FALSE,1
40,foil,9,fork,negative,TRUE,1
40,foil,10,cup,positive,TRUE,7
40,target,11,banana,negative,TRUE,7
40,target,12,airplane,positive,TRUE,7
40,target,13,pizza,negative,TRUE,2
40,foil,14,cupcake,positive,FALSE,1
40,target,15,truck,negative,FALSE,1
40,none,16,bicycle,positive,TRUE,7
40,foil,17,orange,negative,TRUE,3
40,none,18,bowl,positive,TRUE,7
40,foil,19,bunny,positive,TRUE,7
40,target,20,dog,negative,TRUE,6
40,target,21,spoon,positive,TRUE,7
40,none,22,car,negative,TRUE,3
40,foil,23,cookie,negative,TRUE,3
40,foil,24,cat,positive,TRUE,7
41,target,1,bear,positive,FALSE,1
41,foil,2,bicycle,negative,TRUE,3
41,target,3,fork,negative,FALSE,5
41,none,4,cat,negative,FALSE,5
41,foil,5,bunny,positive,TRUE,7
41,target,6,horse,positive,TRUE,7
41,foil,7,cupcake,negative,TRUE,6
41,none,8,airplane,positive,TRUE,7
41,foil,9,orange,positive,TRUE,7
41,foil,10,brush,negative,FALSE,1
41,target,11,boat,negative,TRUE,3
41,target,12,cup,positive,TRUE,7
41,foil,13,pizza,positive,TRUE,7
41,target,14,plate,positive,TRUE,6
41,none,15,dog,positive,TRUE,6
41,target,16,cow,negative,TRUE,4
41,none,17,apple,negative,TRUE,5
41,none,18,cookie,positive,FALSE,3
41,none,19,bowl,negative,TRUE,5
41,target,20,truck,negative,TRUE,5
41,foil,21,bus,positive,FALSE,5
41,none,22,spoon,negative,TRUE,6
41,foil,23,banana,negative,TRUE,5
41,none,24,car,positive,TRUE,7
42,none,1,plate,positive,FALSE,1
42,none,2,bus,positive,TRUE,7
42,none,3,bear,negative,TRUE,7
42,target,4,cow,negative,TRUE,1
42,target,5,dog,negative,TRUE,7
42,target,6,car,negative,TRUE,7
42,target,7,airplane,positive,TRUE,7
42,foil,8,pizza,negative,FALSE,1
42,foil,9,cup,negative,TRUE,1
42,foil,10,bunny,positive,TRUE,7
42,none,11,spoon,negative,TRUE,7
42,none,12,apple,positive,TRUE,7
42,foil,13,brush,positive,TRUE,7
42,target,14,cupcake,positive,TRUE,7
42,foil,15,banana,positive,FALSE,1
42,foil,16,bowl,negative,TRUE,7
42,foil,17,cat,negative,TRUE,7
42,none,18,boat,positive,TRUE,7
42,target,19,bicycle,positive,FALSE,1
42,none,20,horse,negative,TRUE,7
42,target,21,cookie,positive,TRUE,7
42,target,22,fork,negative,FALSE,7
42,none,23,truck,negative,FALSE,1
42,foil,24,orange,positive,TRUE,7
43,foil,1,bowl,negative,TRUE,7
43,none,2,airplane,positive,TRUE,7
43,none,3,bus,positive,TRUE,7
43,target,4,horse,negative,TRUE,6
43,target,5,bicycle,negative,TRUE,6
43,target,6,bear,negative,TRUE,6
43,none,7,cookie,negative,TRUE,6
43,none,8,cupcake,positive,TRUE,7
43,foil,9,brush,positive,TRUE,7
43,foil,10,car,positive,TRUE,7
43,foil,11,bunny,negative,FALSE,1
43,target,12,spoon,positive,TRUE,6
43,target,13,banana,positive,FALSE,1
43,foil,14,orange,negative,TRUE,6
43,foil,15,boat,positive,TRUE,7
43,none,16,fork,negative,TRUE,7
43,foil,17,cat,positive,FALSE,1
43,target,18,pizza,positive,TRUE,7
43,foil,19,apple,negative,TRUE,7
43,none,20,plate,negative,TRUE,7
43,target,21,cow,positive,TRUE,7
43,none,22,dog,negative,FALSE,1
43,none,23,cup,positive,FALSE,1
43,target,24,truck,negative,FALSE,1
44,target,1,cupcake,positive,TRUE,7
44,none,2,apple,negative,TRUE,6
44,foil,3,bowl,negative,TRUE,6
44,none,4,horse,positive,TRUE,6
44,none,5,spoon,negative,TRUE,6
44,none,6,bicycle,positive,FALSE,1
44,foil,7,pizza,negative,FALSE,2
44,foil,8,cookie,negative,TRUE,6
44,target,9,airplane,negative,TRUE,6
44,foil,10,banana,positive,FALSE,1
44,target,11,bus,negative,FALSE,2
44,foil,12,cow,positive,TRUE,6
44,foil,13,plate,negative,TRUE,6
44,foil,14,fork,positive,TRUE,6
44,target,15,orange,negative,TRUE,6
44,target,16,boat,positive,TRUE,7
44,none,17,brush,positive,TRUE,7
44,none,18,dog,negative,FALSE,2
44,none,19,car,positive,TRUE,6
44,none,20,truck,negative,TRUE,6
44,target,21,bunny,positive,FALSE,1
44,target,22,cup,positive,TRUE,6
44,target,23,bear,negative,TRUE,6
44,foil,24,cat,positive,TRUE,7
45,foil,1,apple,negative,TRUE,6
45,foil,2,cup,positive,TRUE,7
45,target,3,fork,positive,FALSE,1
45,target,4,car,negative,TRUE,6
45,foil,5,pizza,negative,TRUE,7
45,none,6,bus,negative,FALSE,1
45,target,7,cupcake,negative,TRUE,7
45,none,8,truck,positive,TRUE,7
45,foil,9,spoon,negative,FALSE,1
45,foil,11,horse,positive,TRUE,7
45,foil,12,cat,positive,FALSE,1
45,none,13,bunny,negative,TRUE,7
45,none,14,bowl,negative,TRUE,7
45,none,15,airplane,positive,TRUE,7
45,none,16,cow,negative,TRUE,7
45,foil,17,dog,negative,TRUE,7
45,target,18,cookie,negative,FALSE,1
45,target,19,bicycle,negative,TRUE,7
45,none,20,plate,positive,TRUE,7
45,target,21,bear,positive,TRUE,7
45,target,22,boat,positive,TRUE,7
45,none,23,brush,positive,FALSE,1
45,foil,24,orange,positive,TRUE,7
46,foil,1,cat,positive,TRUE,7
46,target,2,apple,positive,TRUE,7
46,foil,3,bicycle,negative,FALSE,1
46,target,4,banana,negative,FALSE,1
46,none,5,dog,positive,TRUE,7
46,foil,6,truck,positive,TRUE,7
46,none,7,bus,negative,TRUE,6
46,none,8,bowl,positive,TRUE,7
46,none,9,car,positive,TRUE,7
46,target,10,orange,negative,TRUE,5
46,target,11,cupcake,negative,TRUE,6
46,target,12,spoon,positive,TRUE,6
46,none,13,plate,negative,TRUE,5
46,foil,14,pizza,positive,TRUE,7
46,none,15,airplane,negative,FALSE,1
46,target,16,cow,positive,TRUE,7
46,target,17,cup,positive,FALSE,5
46,none,18,horse,negative,TRUE,6
46,foil,19,fork,positive,FALSE,1
46,foil,20,bear,negative,TRUE,6
46,none,21,boat,positive,FALSE,1
46,foil,22,bunny,negative,TRUE,6
46,target,23,cookie,negative,TRUE,6
46,foil,24,brush,negative,TRUE,6
47,none,1,horse,negative,FALSE,6
47,none,2,boat,negative,TRUE,4
47,target,3,bear,positive,FALSE,4
47,none,4,cookie,positive,TRUE,6
47,foil,5,fork,positive,FALSE,2
47,target,6,bunny,negative,TRUE,6
47,target,7,airplane,negative,TRUE,6
47,foil,8,cup,positive,TRUE,6
47,target,9,dog,negative,TRUE,6
47,target,10,car,positive,TRUE,6
47,target,11,cow,positive,TRUE,6
47,foil,12,cupcake,positive,TRUE,6
47,none,13,bicycle,positive,FALSE,2
47,target,14,banana,positive,TRUE,6
47,none,15,apple,negative,TRUE,2
47,foil,16,pizza,negative,TRUE,2
47,target,17,brush,negative,FALSE,2
47,none,18,truck,positive,TRUE,6
47,foil,19,orange,negative,TRUE,6
47,foil,20,plate,positive,TRUE,6
47,none,21,spoon,positive,TRUE,6
47,none,22,cat,negative,TRUE,6
47,foil,23,bowl,negative,FALSE,6
47,foil,24,bus,negative,TRUE,6
48,target,1,bus,negative,TRUE,7
48,target,2,bunny,positive,TRUE,6
48,target,3,boat,positive,FALSE,1
48,foil,4,airplane,positive,FALSE,1
48,none,5,pizza,positive,FALSE,1
48,target,6,bear,negative,TRUE,7
48,target,7,cookie,negative,TRUE,7
48,none,8,apple,negative,TRUE,7
48,target,9,cow,positive,TRUE,7
48,none,10,plate,negative,FALSE,1
48,target,11,horse,negative,FALSE,1
48,none,12,cup,positive,TRUE,7
48,none,13,bicycle,positive,TRUE,7
48,foil,14,cat,negative,TRUE,6
48,target,15,bowl,positive,TRUE,7
48,foil,16,car,negative,TRUE,6
48,none,17,brush,positive,TRUE,7
48,foil,18,fork,positive,TRUE,7
48,none,19,orange,negative,TRUE,5
48,none,20,truck,negative,TRUE,5
48,foil,21,dog,positive,TRUE,7
48,foil,22,spoon,positive,TRUE,7
48,foil,23,banana,negative,FALSE,1
48,foil,24,cupcake,negative,TRUE,5
49,none,1,horse,negative,TRUE,7
49,foil,2,apple,negative,TRUE,7
49,foil,3,truck,negative,FALSE,1
49,none,4,pizza,negative,TRUE,7
49,target,5,orange,positive,TRUE,7
49,none,6,cat,positive,FALSE,1
49,target,7,cookie,negative,TRUE,6
49,foil,8,boat,positive,TRUE,7
49,foil,9,cup,positive,TRUE,6
49,none,10,banana,positive,TRUE,7
49,foil,11,cupcake,positive,FALSE,1
49,none,12,dog,positive,TRUE,6
49,target,13,bicycle,negative,TRUE,5
49,none,14,plate,negative,FALSE,1
49,none,12,dog,positive,TRUE,6
49,target,15,bowl,negative,TRUE,6
49,foil,16,bear,positive,TRUE,7
49,target,17,spoon,positive,TRUE,5
49,none,18,fork,negative,TRUE,5
49,target,19,car,negative,FALSE,1
49,none,20,brush,positive,TRUE,7
49,target,21,bus,positive,TRUE,5
49,target,22,bunny,positive,FALSE,1
49,foil,23,airplane,negative,TRUE,5
49,foil,24,cow,negative,TRUE,5
50,foil,1,banana,negative,TRUE,5
50,target,2,cup,negative,TRUE,6
50,target,3,fork,positive,FALSE,2
50,none,4,cow,positive,TRUE,7
50,target,5,spoon,negative,TRUE,6
50,target,6,bear,positive,TRUE,7
50,none,7,brush,negative,TRUE,2
50,target,8,orange,positive,TRUE,6
50,none,9,car,negative,FALSE,2
50,foil,10,truck,positive,TRUE,7
50,none,11,bunny,positive,FALSE,2
50,foil,12,airplane,negative,TRUE,5
50,foil,13,pizza,negative,TRUE,2
50,none,14,dog,positive,TRUE,6
50,foil,15,bicycle,positive,TRUE,7
50,target,16,bowl,negative,FALSE,2
50,none,17,cookie,positive,TRUE,6
50,target,18,horse,positive,TRUE,6
50,none,19,plate,negative,TRUE,2
50,foil,20,apple,negative,FALSE,1
50,target,21,bus,negative,TRUE,2
50,none,22,cat,negative,TRUE,2
50,foil,23,boat,positive,FALSE,1
50,foil,24,cupcake,positive,TRUE,7
51,target,1,cat,negative,FALSE,1
51,foil,2,fork,negative,TRUE,7
51,none,3,bicycle,positive,TRUE,7
51,foil,4,brush,positive,TRUE,7
51,none,5,cupcake,negative,TRUE,1
51,target,6,apple,negative,TRUE,7
51,foil,7,banana,positive,TRUE,7
51,target,8,bowl,positive,TRUE,7
51,target,9,airplane,positive,FALSE,1
51,target,10,bunny,negative,TRUE,7
51,none,11,bear,negative,TRUE,7
51,foil,12,pizza,negative,TRUE,7
51,none,13,cup,positive,TRUE,7
51,foil,14,cookie,positive,FALSE,1
51,none,15,plate,negative,TRUE,7
51,foil,16,horse,positive,TRUE,7
51,none,17,boat,positive,FALSE,1
51,target,18,spoon,positive,TRUE,7
51,foil,19,car,negative,TRUE,7
51,foil,20,cow,negative,FALSE,1
51,target,21,truck,negative,TRUE,7
51,target,22,bus,positive,TRUE,7
51,none,23,orange,negative,FALSE,1
51,none,24,dog,positive,TRUE,7
52,foil,1,cookie,negative,TRUE,5
52,target,2,cupcake,negative,FALSE,5
52,target,3,cup,negative,TRUE,6
52,target,4,dog,positive,TRUE,6
52,foil,5,cow,positive,TRUE,7
52,target,6,airplane,positive,FALSE,1
52,foil,7,boat,negative,FALSE,1
52,foil,8,banana,negative,TRUE,2
52,target,9,truck,negative,TRUE,6
52,none,10,bear,positive,FALSE,1
52,target,11,brush,negative,TRUE,6
52,foil,12,bicycle,positive,TRUE,4
52,none,13,bowl,negative,FALSE,1
52,none,14,orange,negative,TRUE,1
52,foil,15,bus,positive,FALSE,1
52,none,16,fork,positive,TRUE,5
52,target,17,bunny,positive,TRUE,5
52,none,18,plate,positive,TRUE,6
52,none,19,horse,negative,TRUE,2
52,target,20,spoon,positive,TRUE,5
52,foil,21,cat,negative,TRUE,2
52,none,22,car,positive,TRUE,6
52,none,23,apple,negative,TRUE,2
52,foil,24,pizza,positive,TRUE,5
53,foil,1,fork,positive,TRUE,7
53,none,2,bear,negative,FALSE,7
53,none,3,cow,positive,TRUE,6
53,target,4,cat,negative,TRUE,7
53,none,5,bus,negative,TRUE,7
53,target,6,spoon,positive,TRUE,7
53,foil,7,dog,negative,TRUE,7
53,none,8,pizza,negative,TRUE,7
53,none,9,bunny,negative,TRUE,7
53,none,10,car,positive,TRUE,7
53,target,11,cookie,negative,TRUE,7
53,foil,12,orange,negative,TRUE,7
53,foil,13,truck,negative,TRUE,7
53,none,14,boat,positive,TRUE,7
53,none,15,bowl,positive,FALSE,7
53,target,16,plate,positive,FALSE,7
53,target,17,bicycle,negative,FALSE,7
53,target,18,brush,negative,TRUE,7
53,foil,19,cup,positive,TRUE,7
53,foil,20,horse,positive,TRUE,7
53,target,21,cupcake,positive,TRUE,7
53,target,22,apple,positive,TRUE,7
53,foil,23,banana,negative,FALSE,7
53,foil,24,airplane,positive,FALSE,7
54,none,1,boat,negative,FALSE,1
54,target,3,bunny,negative,FALSE,1
54,target,4,pizza,positive,TRUE,7
54,none,5,dog,positive,TRUE,7
54,target,6,brush,negative,TRUE,7
54,none,7,apple,negative,TRUE,6
54,foil,8,plate,negative,FALSE,1
54,none,9,cookie,positive,TRUE,7
54,target,10,cupcake,negative,TRUE,1
54,target,11,banana,positive,FALSE,1
54,target,12,airplane,negative,TRUE,6
54,foil,13,car,positive,TRUE,7
54,none,14,cat,negative,TRUE,6
54,target,15,fork,positive,TRUE,7
54,none,16,bear,positive,FALSE,1
54,none,17,bicycle,negative,TRUE,6
54,foil,18,cup,negative,TRUE,6
54,target,19,truck,positive,TRUE,7
54,none,20,bowl,positive,TRUE,7
54,foil,21,cow,negative,TRUE,6
54,foil,22,spoon,negative,TRUE,6
54,foil,23,horse,positive,TRUE,7
54,foil,24,bus,positive,FALSE,1
55,target,1,boat,positive,TRUE,6
55,none,2,cupcake,positive,TRUE,3
55,foil,3,airplane,negative,TRUE,2
55,foil,4,bunny,negative,TRUE,1
55,target,5,bowl,negative,TRUE,4
55,foil,6,apple,positive,TRUE,7
55,none,7,cat,negative,TRUE,6
55,foil,8,horse,negative,FALSE,1
55,target,9,plate,positive,TRUE,7
55,foil,10,cow,negative,TRUE,7
55,none,11,car,negative,TRUE,7
55,none,12,bear,positive,TRUE,7
55,target,13,cookie,negative,TRUE,7
55,none,14,cup,positive,FALSE,1
55,foil,15,bus,positive,TRUE,7
55,none,16,fork,negative,TRUE,7
55,target,17,bicycle,negative,FALSE,1
55,target,18,truck,positive,TRUE,7
55,target,19,banana,negative,TRUE,7
55,foil,20,dog,positive,FALSE,1
55,none,21,orange,negative,FALSE,2
55,target,22,spoon,positive,FALSE,1
55,foil,23,pizza,positive,TRUE,7
55,none,24,brush,positive,TRUE,7
56,foil,1,cupcake,negative,TRUE,7
56,foil,2,truck,positive,TRUE,7
56,none,3,brush,positive,TRUE,7
56,target,4,car,positive,FALSE,3
56,none,5,bicycle,positive,FALSE,2
56,none,6,bunny,negative,TRUE,7
56,target,7,bear,negative,FALSE,7
56,foil,8,apple,negative,TRUE,7
56,target,9,plate,positive,TRUE,7
56,foil,10,bus,negative,FALSE,1
56,target,11,cup,positive,TRUE,7
56,target,12,boat,negative,TRUE,7
56,target,13,orange,positive,TRUE,7
56,foil,14,cat,positive,TRUE,7
56,foil,15,pizza,positive,TRUE,7
56,none,16,airplane,positive,TRUE,7
56,none,17,bowl,negative,TRUE,7
56,foil,18,spoon,negative,TRUE,7
56,target,19,horse,negative,TRUE,7
56,foil,20,banana,positive,FALSE,1
56,none,21,cow,negative,FALSE,7
56,target,22,cookie,negative,TRUE,7
56,none,23,dog,negative,TRUE,7
56,none,24,fork,positive,TRUE,7
57,foil,1,brush,negative,TRUE,4
57,target,2,car,positive,TRUE,6
57,foil,3,bowl,negative,TRUE,4
57,target,4,bus,negative,TRUE,4
57,none,5,bunny,positive,TRUE,6
57,none,6,bicycle,negative,FALSE,4
57,target,7,banana,positive,TRUE,6
57,none,8,horse,negative,TRUE,6
57,none,9,truck,positive,TRUE,6
57,none,10,boat,positive,TRUE,6
57,foil,11,apple,positive,TRUE,6
57,foil,12,cat,negative,FALSE,4
57,target,13,airplane,negative,TRUE,4
57,none,14,cow,negative,TRUE,6
57,none,15,cupcake,negative,TRUE,6
57,foil,16,orange,positive,TRUE,6
57,target,17,cup,positive,FALSE,6
57,none,18,dog,positive,FALSE,4
57,foil,19,fork,positive,FALSE,4
57,foil,20,plate,negative,TRUE,4
57,target,21,cookie,positive,TRUE,6
57,foil,22,pizza,positive,TRUE,6
57,target,23,bear,negative,TRUE,4
57,target,24,spoon,negative,FALSE,4
58,none,1,bicycle,negative,TRUE,7
58,target,2,spoon,negative,TRUE,7
58,foil,3,bus,negative,TRUE,7
58,none,4,truck,negative,TRUE,7
58,target,5,dog,negative,FALSE,1
58,foil,6,boat,positive,TRUE,7
58,foil,7,plate,positive,FALSE,1
58,none,8,orange,positive,TRUE,7
58,foil,9,bowl,positive,TRUE,7
58,none,10,pizza,negative,FALSE,1
58,none,11,apple,positive,FALSE,1
58,foil,12,banana,negative,TRUE,7
58,target,13,car,negative,TRUE,7
58,target,14,bear,positive,TRUE,7
58,target,15,cup,positive,TRUE,7
58,none,16,horse,positive,TRUE,7
58,foil,17,airplane,positive,TRUE,7
58,target,18,cupcake,positive,FALSE,1
58,foil,19,cow,negative,FALSE,1
58,none,20,brush,negative,TRUE,7
58,target,21,cookie,negative,TRUE,7
58,target,22,fork,positive,TRUE,7
58,none,23,bunny,positive,TRUE,1
58,foil,24,cat,negative,TRUE,7
59,foil,1,boat,positive,TRUE,6
59,none,2,spoon,positive,TRUE,6
59,none,3,airplane,negative,TRUE,6
59,foil,4,cup,negative,TRUE,5
59,foil,5,fork,negative,TRUE,5
59,foil,6,bus,positive,TRUE,6
59,none,7,orange,negative,FALSE,2
59,target,8,apple,negative,TRUE,6
59,foil,9,banana,negative,TRUE,5
59,target,10,bear,positive,TRUE,6
59,target,11,horse,negative,TRUE,7
59,target,12,bunny,negative,TRUE,7
59,target,13,plate,positive,TRUE,6
59,none,14,bowl,negative,TRUE,5
59,target,15,brush,positive,FALSE,2
59,none,16,dog,negative,TRUE,5
59,none,17,cupcake,positive,TRUE,6
59,foil,18,car,positive,FALSE,1
59,target,19,cow,negative,FALSE,2
59,foil,20,pizza,negative,FALSE,1
59,none,21,cat,positive,TRUE,6
59,foil,22,truck,positive,TRUE,6
59,target,23,cookie,positive,TRUE,6
59,none,24,bicycle,positive,FALSE,2
60,target,1,bowl,negative,TRUE,7
60,target,2,bear,positive,TRUE,7
60,foil,3,orange,negative,TRUE,2
60,none,4,airplane,positive,TRUE,7
